Trigger Description	Trigger Reference Name	Event When to Test	Ancillary to Award	Chance	Base Condition	Conditions (separated by comma)
-	Muslim_Prime_Minister_trigger	CharacterTurnEndInSettlement	Muslim_Prime_Minister	80	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Muslim_Prime_Minister, FactionCultureType middle_eastern, Attribute Loyalty>= 6, Attribute Authority >= 1, not FactionType seljuks, not FactionType turks
-	Muslim_prince_trigger	CharacterTurnEndInSettlement	Muslim_prince	70	IsGeneral	not IsFactionLeader, Attribute Command>= 2, Attribute Authority >= 1, FactionCultureType middle_eastern,
-	Nobiluomo_trigger	CharacterTurnEndInSettlement	Nobiluomo	70	IsGeneral	FactionReligion catholic, not HasAncType security, SettlementBuildingExists = noble_county, Attribute Authority >= 2, TimeInRegion >= 10,
-	Nordic_chancellor_den_trigger	CharacterTurnEndInSettlement	Nordic_chancellor_den	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType denmark, not HasAncType politics, not FactionwideAncillaryExists Nordic_chancellor_den, Attribute Loyalty>= 5, Attribute Authority >= 1, 
-	Nordic_Marshall_trigger	PostBattle	Nordic_Marshall_swe	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType swe, not HasAncType politics, not FactionwideAncillaryExists Nordic_Marshall_swe, attribute Command>= 2, Attribute Authority >= 1, 
-	Nordic_Seneschal_trigger	PostBattle	Nordic_Seneschal_nor	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType norway, not HasAncType politics, not FactionwideAncillaryExists Nordic_Seneschal_nor, Attribute Authority >= 1,  Attribute Loyalty>= 4,  Attribute Command>= 3,
-	Nordic_steward_trigger	CharacterTurnEndInSettlement	Nordic_steward_nor	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType norway, not HasAncType politics,  not FactionwideAncillaryExists Nordic_steward_nor, Attribute Loyalty>= 5, Attribute Authority >= 1, 
-	Officer_of_the_Crown_trigger	CharacterTurnEndInSettlement	Officer_of_the_Crown	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionCultureType northern_european, not HasAncType politics, Attribute Loyalty>= 4, SettlementBuilding Exists Fylken
-	Officer_of_the_Empire_trigger	CharacterTurnEndInSettlement	Officer_of_the_Empire	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType byzantium, not HasAncType security, Attribute Authority>= 3,
-	Officer_of_the_Great_Port_trigger	CharacterTurnEndInSettlement	Officer_of_the_Great_Port	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType byzantium, not HasAncType politics, not FactionwideAncillaryExists Officer_of_the_Great_Port, Attribute Loyalty>= 5, Attribute Loyalty>= 5, Attribute Authority >= 1, EndedInSettlement, SettlementName Constantinople_Province, 
-	Ordensmarschall_trigger	CharacterTurnEndInSettlement	Ordensmarschall 	100	IsGeneral	FactionType hre, not HasAncType Religion, SettlementBuildingExists noble_district, Attribute Loyalty >= 5, Attribute Command>= 3, Attribute Authority>= 2,
-	Order_of_Ermine_trigger	PostBattle	Order_of_Ermine	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 600, 
-	Order_of_Hope_trigger	PostBattle	Order_of_Hope	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 600, 
-	Order_of_st_Anthony_trigger	PostBattle	Order_of_st_Anthony	10	IsGeneral	FactionType hre, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 680, 
-	Order_of_st_George_trigger	PostBattle	Order_of_st_George	10	IsGeneral	FactionType hungary, not IsFactionLeader, not IsFactionHeir, not HasAncType Security, I_TurnNumber  >= 496, Attribute Command>= 2,  Attribute Loyalty >= 3,
-	Order_of_st_Hubert_trigger	PostBattle	Order_of_st_Hubert	10	IsGeneral	FactionType hre, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 720, 
-	Order_of_the_Band_trigger	PostBattle	Order_of_the_Band	10	IsGeneral	FactionType spain, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 500, 
-	Order_of_the_Black_Swan_trigger	CharacterTurnEndInSettlement	Order_of_the_Black_Swan	10	IsGeneral	FactionReligion catholic,  I_TurnNumber  >= 540, EndedInSettlement, SettlementName Turin_Province, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security
-	Order_of_the_Broom_trigger	PostBattle	Order_of_the_Broom	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 616, 
-	Order_of_the_Buckle_trigger	PostBattle	Order_of_the_Buckle	10	IsGeneral	FactionType hre, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 550
-	Order_of_the_Chestnut_Leaf_trigger	PostBattle	Order_of_the_Chestnut_Leaf	10	IsGeneral	FactionType aragon, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 626, 
-	Order_of_the_Collar_of_Savoy_trigger	CharacterTurnEndInSettlement	Order_of_the_Collar_of_Savoy	10	IsGeneral	FactionReligion catholic,  EndedInSettlement, SettlementName Turin_Province, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 568, 
-	Order_of_the_Collar_of_the_Scale_trigger	PostBattle	Order_of_the_Collar_of_the_Scale	10	IsGeneral	FactionType spain, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 714, 
-	Order_of_the_Crown_trigger	PostBattle	Order_of_the_Crown	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 598 
-	Order_of_the_Double_Crown_trigger	PostBattle	Order_of_the_Double_Crown	10	IsGeneral	FactionType spain, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 624
-	Order_of_the_Dragon_trigger	PostBattle	Order_of_the_Dragon	10	IsGeneral	FactionReligion catholic, Target Middle_eastern, Attribute Command>= 4, not HasAncType Security,  I_TurnNumber  >= 656, FactionStanding > 7.0 hungary
-	Order_of_the_Eagle_trigger	CharacterTurnEndInSettlement	Order_of_the_Eagle	10	IsGeneral	FactionReligion catholic, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, EndedInSettlement, SettlementName Vienna_Province, I_TurnNumber  >= 706
-	Order_of_the_Golden_Fleece_trigger	PostBattle	Order_of_the_Golden_Fleece	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 700
-	Order_of_the_Golden_Shield_trigger	PostBattle	Order_of_the_Golden_Shield	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 574
-	Order_of_the_Knot_trigger	CharacterTurnEndInSettlement	Order_of_the_Knot	10	IsGeneral	FactionReligion catholic, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, EndedInSettlement, SettlementName Naples_Province, I_TurnNumber  >= 544
-	Order_of_the_Pelican_trigger	CharacterTurnEndInSettlement	Order_of_the_Pelican	10	IsGeneral	FactionReligion catholic, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, EndedInSettlement, SettlementName Regensburg_Province, I_TurnNumber  >= 728
-	Order_of_the_Porcupine_trigger	PostBattle	Order_of_the_Porcupine	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 628
-	Order_of_the_Ship_trigger	CharacterTurnEndInSettlement	Order_of_the_Ship	10	IsGeneral	FactionReligion catholic, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, EndedInSettlement, SettlementName Naples_Province, I_TurnNumber  >= 602
-	Order_of_the_Sign_trigger	PostBattle	Order_of_the_Sign	10	IsGeneral	FactionType aragon, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 614
-	Order_of_the_Spool_trigger	CharacterTurnEndInSettlement	Order_of_the_Spool	10	IsGeneral	FactionReligion catholic, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, EndedInSettlement, SettlementName Naples_Province, I_TurnNumber  >= 616
-	Order_of_the_star_trigger	PostBattle	Order_of_the_star	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 544
-	Order_of_the_stars_trigger	PostBattle	Order_of_the_stars	10	IsGeneral	FactionType hre, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 544
						
-	Order_of_the_True_Cross_trigger	PostBattle	Order_of_the_True_Cross	10	IsGeneral	FactionType france, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 570
-	Order_of_the_Unicorn_trigger	PostBattle	Order_of_the_Unicorn	10	IsGeneral	FactionType scotland, not IsFactionLeader, not IsFactionHeir, Attribute Command>= 2,  Attribute Loyalty >= 3, not HasAncType Security, I_TurnNumber  >= 640
-	Ottoman_Minister_of_Justice_trigger	CharacterTurnEndInSettlement	Ottoman_Minister_of_Justice	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType turks, not FactionwideAncillaryExists Ottoman_Minister_of_Justice, not HasAncType politics, SettlementBuildingExists Rabat_i_Malik, Attribute Authority>= 1,  Attribute Loyalty >= 5
-	Palatine_of_Naples_trigger	CharacterTurnEndInSettlement	Palatine_of_Naples	100	IsGeneral	FactionReligion catholic, not FactionwideAncillaryExists Palatine_of_Naples,  EndedInSettlement, SettlementName Naples_Province,  Attribute Command>= 2, Attribute Authority>= 1, Attribute Loyalty >= 4, TimeInRegion > 3
-	Papal_duke_trigger	CharacterTurnEndInSettlement	Papal_duke	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, FactionType papacy, not FactionwideAncillaryExists Papal_duke, EndedInSettlement, SettlementName Rome_Province, Attribute Command>= 2, Attribute Authority>= 1, Attribute Loyalty >= 5
-	Papal_Legate_trigger	CharacterTurnEndInSettlement	Papal_Legate	40	AgentType = priest	FactionReligion catholic, not HasAncType Politics, FactionStanding < 3.0 papal_states, Attribute piety >= 4
-	Patriarch_of_Grado_trigger	CharacterTurnEndInSettlement	Patriarch_of_Grado	100	AgentType = priest	FactionReligion catholic, not FactionwideAncillaryExists Patriarch_of_Grado, EndedInSettlement, SettlementName Venice_Province, Attribute piety >= 5, not HasAncType Politics
-	Patriarch_of_the_north_trigger	CharacterTurnEndInSettlement	Patriarch_of_the_north	100	AgentType = priest	FactionReligion catholic, HasAncType secular, not FactionwideAncillaryExists Patriarch_of_the_north,  Attribute piety >= 7, FactionCultureType northern_european
Venice	Patriarchal_duke_of_Aquilea_trigger	CharacterTurnEndInSettlement	Patriarchal_duke_of_Aquilea	100	AgentType = priest	FactionReligion catholic, not HasAncType Politics, not FactionwideAncillaryExists Patriarchal_duke_of_Aquilea, EndedInSettlement, SettlementName = Venice_Province
-	Patriarchs_Chancellor_trigger	CharacterTurnEndInSettlement	Patriarchs_Chancellor	100	AgentType = priest	FactionReligion orthodox, not FactionwideAncillaryExists Patriarchs_Chancellor, EndedInSettlement, SettlementName Constantinople_Province, Attribute piety >= 4
-	persian_chamberlain_trigger	CharacterTurnEndInSettlement	persian_chamberlain	100	IsGeneral	FactionType persia, not FactionwideAncillaryExists persian_chamberlain, not IsFactionLeader, not IsFactionHeir, Attribute Authority>= 1, Attribute Loyalty >= 5
-	Persian_Cheetah_keeper_trigger	CharacterTurnEndInSettlement	Persian_Cheetah_keeper	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Persian_Cheetah_keeper, not IsFactionLeader, not IsFactionHeir, Attribute Authority>= 1, Attribute Loyalty >= 5
-	persian_chief_minister_trigger	CharacterTurnEndInSettlement	persian_chief_minister	100	IsGeneral	FactionType persia, not FactionwideAncillaryExists persian_chief_minister, not IsFactionLeader, not IsFactionHeir, Attribute Authority>= 1, Attribute Loyalty >= 5
-	Persian_Cupbearer_trigger	CharacterTurnEndInSettlement	Persian_Cupbearer	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Persian_Cupbearer, Attribute Authority>= 1, Attribute Loyalty >= 5
-	persian_dominator_trigger	CharacterTurnEndInSettlement	persian_dominator	100	IsFactionLeader	FactionType persia, SettlementsTaken = 12
-	Persian_Falconer_trigger	CharacterTurnEndInSettlement	Persian_Falconer	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Persian_Falconer, Attribute Authority>= 1, Attribute Loyalty >= 5
-	Persian_Insider_trigger	CharacterTurnEndInSettlement	Persian_Insider	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Persian_Taster, Attribute Authority>= 1, Attribute Loyalty >= 5
-	Persian_Taster_trigger	CharacterTurnEndInSettlement	Persian_Taster	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Persian_Taster, Attribute Authority>= 1, Attribute Loyalty >= 5
-	persian_world_ruler_trigger	CharacterTurnEndInSettlement	persian_world_ruler	100	IsFactionLeader	FactionType persia, I_NumberOfSettlements seljuks> 25, Attribute Authority >= 5
-	Polish_Royal_standard_Bearer_trigger	CharacterTurnEndInSettlement	Polish_Royal_standard_Bearer	70	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Polish_Royal_standard_Bearer, FactionType poland, Attribute Authority>= 1, Attribute Loyalty >= 6,  Attribute Command>= 2
-	Portuguese_chancellor_trigger	CharacterTurnEndInSettlement	Portuguese_chancellor	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Portuguese_chancellor, Attribute Authority>= 1, Attribute Loyalty >= 5, FactionLeaderAttribute Authority >=4
-	Portuguese_Kingdom_Chamberlain_trigger	CharacterTurnEndInSettlement	Portuguese_Kingdom_Chamberlain	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Portuguese_Kingdom_Chamberlain, Attribute Authority>= 1, Attribute Loyalty >= 5, FactionLeaderAttribute Authority >=4
-	Portuguese_Royal_Banner_bearer_alf_trigger	PostBattle	Portuguese_Royal_Banner_bearer_alf	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Portuguese_Royal_Banner_bearer_alf, Attribute Authority>= 1, Attribute Loyalty >= 5, Attribute Command >= 3, FactionLeaderAttribute Authority >=4
-	Portuguese_Royal_Bannerbearer_con_trigger	PostBattle	Portuguese_Royal_Bannerbearer_con	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Portuguese_Royal_Bannerbearer_con, Attribute Authority>= 1, Attribute Loyalty >= 5, Attribute Command >= 3, FactionLeaderAttribute Authority >=4
-	Portuguese_steward_trigger	CharacterTurnEndInSettlement	Portuguese_steward	100	IsGeneral	not IsFactionLeader, not IsFactionHeir, not HasAncType politics, not FactionwideAncillaryExists Portuguese_steward, Attribute Authority>= 1, Attribute Loyalty >= 5, FactionLeaderAttribute Authority >=4
-	Praeceptor_trigger	CharacterTurnEndInSettlement	Praeceptor	100	IsGeneral	FactionReligion catholic, not HasAncType Religion, SettlementBuildingExists Praeceptoria, Attribute Command >= 3
-	Priest_of_Priests_trigger	CharacterTurnEndInSettlement	Priest_of_Priests	100	AgentType = priest	FactionType lithuania, not FactionwideAncillaryExists Priest_of_Priests, EndedInSettlement, SettlementName Vilnius_Province, Attribute piety >= 3, SettlementBuildingExists = Perkuuno, not HasAncType Court, not HasAncType politics
-	Primate_of_Italy_trigger	CharacterTurnEndInSettlement	Primate_of_Italy	100	AgentType = priest	FactionReligion catholic, not WorldwideAncillaryExists Primate_of_Italy, EndedInSettlement, SettlementName Rome_Province, Attribute piety >= 5, not FactionExcommunicated
-	Primate_of_Serbia_trigger	CharacterTurnEndInSettlement	Primate_of_Serbia	100	AgentType = priest	FactionReligion catholic, not WorldwideAncillaryExists Primate_of_Serbia, EndedInSettlement, SettlementName Taranto_Province, SettlementName Durres_Province, Attribute piety >= 5, not FactionExcommunicated
-	Primate_of_Spain_trigger	CharacterTurnEndInSettlement	Primate_of_Spain	100	AgentType = priest	FactionReligion catholic, not WorldwideAncillaryExists Primate_of_Spain, EndedInSettlement, SettlementName Toledo_Province, Attribute piety >= 5, not FactionExcommunicated
-	Primate_of_the_Gauls_trigger	CharacterTurnEndInSettlement	Primate_of_the_Gauls	100	AgentType = priest	FactionReligion catholic, not WorldwideAncillaryExists Primate_of_the_Gauls, EndedInSettlement, SettlementName Lyon_Province, Attribute piety >= 5, not FactionExcommunicated
-	Primate_of_the_Germans_trigger	CharacterTurnEndInSettlement	Primate_of_the_Germans	100	IsGeneral	FactionType hre, not FactionwideAncillaryExists Primate_of_the_Germans, Attribute piety >= 9, not FactionExcommunicated, HasAncType Magic
-	Primicerius_of_st_Mark_trigger	CharacterTurnEndInSettlement	Primicerius_of_st_Mark	100	AgentType = priest	FactionReligion catholic, EndedInSettlement, SettlementName Venice_Province, not FactionwideAncillaryExists Primicerius_of_st_Mark, Attribute piety >= 4
-	Prince_Archbishop_Cologne_trigger	CharacterTurnEndInSettlement	Prince_Archbishop_Cologne	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, not HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Cologne_Province, not FactionwideAncillaryExists Prince_Archbishop_Cologne, not IsMarried, Attribute Piety >= 4, Attribute Authority >= 3
-	Prince_Archbishop_of_Hamburg_Bremen_trigger	CharacterTurnEndInSettlement	Prince_Archbishop_of_Hamburg_Bremen	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, not HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Bremen_Province, not FactionwideAncillaryExists Prince_Archbishop_of_Hamburg_Bremen, not IsMarried, Attribute Piety >= 4, Attribute Authority >= 3
-	Prince_Archbishop_of_Magdeburg_trigger	CharacterTurnEndInSettlement	Prince_Archbishop_of_Magdeburg	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, not HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Magdeburg_Province, not FactionwideAncillaryExists Prince_Archbishop_of_Magdeburg, Attribute piety >= 4, Attribute Authority >= 3
-	Prince_Archbishop_of_Mainz_trigger	CharacterTurnEndInSettlement	Prince_Archbishop_of_Mainz	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, not HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Worms_Province, not FactionwideAncillaryExists Prince_Archbishop_of_Mainz, Attribute Piety >= 4, Attribute Authority >= 3
-	Prince_Archbishop_of_Trier_trigger	CharacterTurnEndInSettlement	Prince_Archbishop_of_Trier	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, not HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Trier_Province, not FactionwideAncillaryExists Prince_Archbishop_of_Trier, not IsMarried, Attribute Piety >= 4, Attribute Authority >= 3
-	Prince_Archbishop_trigger	CharacterTurnEndInSettlement	Prince_Archbishop	100	IsGeneral	FactionType hre, not IsFactionLeader, not IsFactionHeir, HasAncType Magic, not HasAncType Entertain, not HasAncType Religion, SettlementBuildingExists Erzstift
-	Prince_Bishop_of_Augsburg_trigger	CharacterTurnEndInSettlement	Prince_Bishop_of_Augsburg	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Religion, not HasAncType Magic, not HasAncType Entertain, Attribute piety >= 4, not FactionwideAncillaryExists Prince_Bishop_of_Augsburg, EndedInSettlement, SettlementName Augsburg_Province, not IsMarried
-	Prince_Bishop_of_Basel_trigger	CharacterTurnEndInSettlement	Prince_Bishop_of_Basel	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Magic, not HasAncType Entertain, Attribute piety >= 4, not FactionwideAncillaryExists Prince_Bishop_of_Basel, EndedInSettlement, SettlementName Basel_Province, not IsMarried
-	Prince_Bishop_of_Utrecht_trigger	CharacterTurnEndInSettlement	Prince_Bishop_of_Utrecht	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Magic, Attribute piety >= 4, not FactionwideAncillaryExists Prince_Bishop_of_Utrecht, EndedInSettlement, SettlementName Utrecht_Province, not IsMarried
-	Prince_Bishop_trigger	CharacterTurnEndInSettlement	Prince_Bishop	100	IsGeneral	FactionType hre, not IsMarried, not IsFactionLeader, not HasAncType Religion, not IsFactionHeir, SettlementBuildingExists Hochstift, Attribute Piety >= 3, Attribute Authority >= 2
Margraf_von_Brandenburg	Prince_elector_Brandenburg_trigger	CharacterTurnEndInSettlement	Prince_elector_Brandenburg	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Religion, not HasAncType Politics, not HasAncType Magic, HasAncType Entertain, EndedInSettlement, SettlementName Magdeburg_Province, TimeInRegion > 1, Attribute Loyalty >= 4, Attribute Command>= 2, Attribute Authority>= 2, not FactionwideAncillaryExists Prince_elector_Brandenburg
-	Prince_elector_Cologne_trigger	CharacterTurnEndInSettlement	Prince_elector_Cologne	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Cologne_Province, not FactionwideAncillaryExists Prince_elector_Cologne, not IsMarried, Attribute Piety >= 5, Attribute Authority >= 4
-	Prince_elector_Mainz_trigger	CharacterTurnEndInSettlement	Prince_elector_Mainz	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Worms_province, not FactionwideAncillaryExists Prince_elector_Mainz, not IsMarried, Attribute Piety >= 5, Attribute Authority >= 4
-	Prince_elector_of_Bohemia_alt_trigger	CharacterTurnEndInSettlement	Prince_elector_of_Bohemia_alt	100	IsFactionLeader	FactionType bohemia
-	Prince_elector_of_Bohemia_trigger	CharacterTurnEndInSettlement	Prince_elector_of_Bohemia	100	IsFactionLeader	FactionType bohemia
Count_Palatine_of_the_Rhine	Prince_elector_of_the_Rhine_trigger	CharacterTurnEndInSettlement	Prince_elector_of_the_Rhine	100	IsGeneral	FactionReligion catholic, not IsFactionLeader, not IsFactionHeir, not HasAncType Religion, not HasAncType Politics, not HasAncType Magic, HasAncType Entertain, EndedInSettlement, SettlementName Regensburg_Province, TimeInRegion > 1, Attribute Loyalty >= 4, Attribute Command>= 3, Attribute Authority>= 2, not FactionwideAncillaryExists Prince_elector_of_the_Rhine
Duke_of_Saxony	Prince_elector_Saxony_trigger	CharacterTurnEndInSettlement	Prince_elector_Saxony	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Religion, not HasAncType Politics, not HasAncType Magic, HasAncType Princes, EndedInSettlement, SettlementName Bremen_Province, TimeInRegion > 1, Attribute Loyalty >= 4, Attribute Command>= 2, Attribute Authority>= 2, not FactionwideAncillaryExists Prince_elector_Saxony
-	Prince_elector_Trier_trigger	CharacterTurnEndInSettlement	Prince_elector_Trier	100	IsGeneral	FactionReligion catholic, not Is FactionLeader, not Is FactionHeir, not HasAncType Diplomacy, HasAncType Entertain, HasAncType Magic, not HasAncType Religion, EndedInSettlement, SettlementName Trier_Province, not FactionwideAncillaryExists Prince_elector_Trier, not IsMarried, Attribute Piety >= 5, Attribute Authority >= 4
-	Prince_of_Armenia_trigger	CharacterTurnEndInSettlement	Prince_of_Armenia	100	IsGeneral	not FactionCultureType eastern_european, not FactionCultureType southern_european, not FactionCultureType central_european, not FactionCultureType steppe, not FactionCultureType middle_eastern, not FactionType georgia, EndedInSettlement, SettlementName Adana_Province, SettlementName Erzurum_Province, Attribute Commandy >= 3, Attribute Authority >= 4, not WorldwideAncillaryExists Prince_of_Armenia
-	Prince_of_Bohemia_trigger	BecomesFactionLeader	Prince_of_Bohemia	100	IsFactionLeader	FactionType bohemia, I_SettlementOwner Prague_Province = bohemia, I_SettlementOwner Olomouc_Province = bohemia, not FactionwideAncillaryExists Prince_of_Bohemia
-	Prince_of_Chernihiv_trigger	CharacterTurnEndInSettlement	Prince_of_Chernihiv	100	IsGeneral	not WorldwideAncillaryExists Prince_of_Chernihiv, EndedInSettlement, SettlementName Chernihiv_Province, Attribute Command>= 1, Attribute Authority>= 1, TimeInRegion >= 5
-	Prince_of_Gwynedd_trigger	CharacterTurnEndInSettlement	Prince_of_Gwynedd	100	IsGeneral	FactionType slave, Attribute Command>= 2, not WorldwideAncillaryExists Prince_of_Gwynedd, EndedInSettlement, SettlementName Aberffraw_Province
-	Prince_of_Pereyaslavl_trigger	CharacterTurnEndInSettlement	Prince_of_Pereyaslavl	100	IsGeneral	FactionCultureType eastern_european, not FactionwideAncillaryExists Prince_of_Pereyaslavl, EndedInSettlement, SettlementName Pereyaslavl_Province, Attribute Command>= 3, Attribute Authority>= 1
-	Prince_of_Pskov_trigger	CharacterTurnEndInSettlement	Prince_of_Pskov	100	IsGeneral	FactionCultureType eastern_european, not FactionwideAncillaryExists Prince_of_Pskov, EndedInSettlement, SettlementName Pskov_Province,  Attribute Command>= 3, Attribute Authority>= 1
-	Prince_of_Wales_trigger	BecomesFactionHeir	Prince_of_Wales	100	IsFactionHeir	FactionType england, I_SettlementOwner Aberffraw_Province = england, I_SettlementOwner London_Province = england, I_SettlementOwner York_Province = england, not FactionwideAncillaryExists Prince_of_Wales
-	Princeps_Militiae_trigger	CharacterTurnEndInSettlement	Princeps_Militiae	80	IsGeneral	FactionReligion catholic, not HasAncType Religion, FactionBuildingExists templar, Attribute Command >= 3, Attribute Piety >= 4, Attribute Chivalry >= 4, Attribute Authority >= 1, not WorldwideAncillaryExists Senescalus
-	Principe_trigger	CharacterTurnEndInSettlement	Principe	70	IsGeneral	FactionReligion catholic, not HasAncType politics, SettlementBuildingExists = consulo_principati, Attribute Authority >= 3, TimeInRegion >= 10
