Factions	Character Notes	Sorting Order	Sub Faction	Name	Character Type	Character Gender	Status	Was leader?	age	x	y	Traits	Ancillaries	ARMIES (Max 20 units)
england	Imprisoned!!	13	-	Roger deBreteuil	named character	male	-	-	29	128	281	-	Roger_de_Breteuil_Bio	european_mounted_sergeants
england	-	14	-	Bernard de_Saint-Valery	named character	male	-	-	15	135	266	-	-	brit_knights, european_militia_spearmen, european_militia_spearmen
england	-	15	-	Miles_sge deCourtenay	named character	male	-	-	11	123	276	-	-	european_knights, english_churls, english_longbowmen
england	-	16	-	Stephen dAumale	named character	male	-	-	10	122	290	-	-	european_knights, english_churls, european_archers
england	-	17	-	Robert_swm deNormandie	named character	male	-	-	26	116	289	-	Robert_of_Normandy_Bio	european_knights, english_fyrdmen, european_commoner_spearmen, european_crossbowmen
england	-	18	-	William_swm	named character	male, heir	-	-	24	127	261	-	William_Rufus_Bio	european_knights, european_militia_spearmen, european_spearmen
england	-	19	-	Henry_swm	named character	male	-	-	12	118	277	-	Henry_I_Bio	european_knights, european_militia_spearmen, english_yeomen_cav
england	loyal	20	-	Raoul_r deTosny	named character	male	-	-	54	113	285	-	Raoul_deTosny_Bio, psfanc_Hereford	european_knights, european_spearmen, english_fyrdmen, european_crossbowmen, norman_cavalry
england	builder	21	-	Robert of_Stafford	named character	male	-	-	40	126	295	-	-	european_knights, european_spearmen, english_churls, english_churls, european_archers
england	-	22	-	Ranulf_she deBriquessart	named character	male	-	-	18	121	257	-	psfanc_Avranches	brit_knights, european_spearmen, european_militia_spearmen
england	very low loyalty	23	-	Ralph deGael	named character	male	-	-	40	116	250	-	Ralph_deGael_Bio	european_knights, european_spearmen, european_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_archers, european_crossbowmen, european_armoured_infantry, european_mounted_sergeants
england	Upper Normandy	24	-	Ascelin DePerceval	named character	male	-	-	35	120	263	-	-	european_knights, european_militia_spearmen, european_archers
england	-	25	-	Raoul_ma deTosny	named character	male	-	-	27	131	257	-	-	brit_knights, european_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_crossbowmen, norman_cavalry
england	-	26	-	Nicholas of_Stafford	named character	male	-	-	10	114	299	-	-	european_mounted_sergeants, european_commoner_spearmen, european_archers
england	-	27	-	Alan_sra of_Stafford	named character	male	-	-	8	113	302	-	-	european_knights, european_spearmen, european_crossbowmen, anglo_scottish_reivers
england	rich	28	-	Roaldus de_Richmond	named character	male	-	-	40	119	312	-	-	brit_knights, european_spearmen, english_churls, english_churls, anglo_scottish_reivers, anglo_scottish_reivers, european_archers
england	Lord of Demesne, Chilworth, Saintbury, Count of Nantes, knight	29	-	Hasculf_srf Musard	named character	male	-	-	10	117	302	-	-	brit_knights, english_churls, european_archers
england	Baron Abergavenny	30	-	Hamelin de_Ballon	named character	male	-	-	33	114	280	-	Hamelin_deBallon_Bio	european_knights, irish_skirmishers, irish_heavy_inf, english_yeomen_cav, english_churls, english_churls, english_fyrdmen, english_longbowmen, brit_hobilars, european_spearmen, european_spearmen, european_archers, european_crossbowmen
england	earl of Shrewsbury, trusted, rich, loyal	31	-	Roger de_Montgomerie	named character	male	-	-	48	113	288	-	Roger_deMontgomerie_Bio	european_knights, european_spearmen,  english_churls, english_churls, english_longbowmen, european_archers, european_armoured_infantry, norman_cavalry
england	Son of Roger de_Montgomerie	32	-	Hugh de_Montgomerie	named character	male	-	-	25	113	290	-	psfanc_Shrewsbury	brit_knights, english_churls, european_crossbowmen
england	Earl of Northumbria	33	-	Aubrey de_Coucy	named character	male	-	-	33	122	302	-	-	brit_knights, european_spearmen, european_militia_spearmen, european_militia_spearmen, european_archers, english_yeomen_cav
england	also bishop of Coutances. loyal. 'right hand man'. good with cavalry 	34	-	Geoffrey de_Montbray	named character	male	-	-	51	136	290	-	Geoffrey_deMontbray_Bio	norman_cavalry, european_spearmen, european_militia_spearmen, european_militia_spearmen, european_archers, european_mounted_sergeants
england	Son of Henry de Ferrers	35	-	Robert de_Ferrers	named character	male	-	-	18	120	287	-	-	european_mounted_sergeants, european_militia_spearmen, english_yeomen_cav
england	Earl of Derby, loyal, 	36	-	Henry de_Ferrers	named character	male	-	-	42	120	293	-	-	norman_cavalry, european_spearmen, european_commoner_spearmen, english_longbowmen, norman_cavalry
england	Count of Meulan 	37	-	Robert de_Beaumont	named character	male	-	-	31	134	261	-	-	norman_cavalry, european_spearmen, european_militia_spearmen, european_militia_spearmen, european_archers
england	unloyal, 	38	-	Eustace aux_Gernons	named character	male	-	-	63	125	262	-	Eustace_aux_Gernons_Bio, psfanc_Bayeux	european_knights, european_spearmen, european_commoner_spearmen, european_commoner_spearmen, european_archers
england	Earl of Norfolk, loyal, powerful, 	39	-	Roger Bigod	named character	male	-	-	15	120	308	-	-	brit_knights, european_spearmen, european_commoner_spearmen, european_archers
england	-	40	-	William deGael	named character	male	-	-	6	116	252	-	-	european_knights
-	-	41	-	Raul deGael	named character	male	-	-	5	118	253	-	-	european_mounted_sergeants
england	-	42	-	Alan Penteur	named character	male	-	-	5	122	282	-	-	european_mounted_sergeants, european_militia_spearmen
england	Bishop of Worcester	43	-	Wulfstan	priest	male	-	-	70	118	289	-	Wulfstan_Bio	-
england	Archbishop of York	44	-	Thomas of_Bayeux	priest	male	-	-	40	122	302	-	Thomas_Bayeux_Bio	-
england	author. Abbot	45	-	Anselm	priest	male	-	-	47	135	263	-	Anselm_Bio	-
england	Bishop of Durham	46	-	William de_St-Calais	priest	male	-	-	46	118	309	-	-	-
-	Lombard. Archbishop of Canterbury	47	-	Lanfranc	priest	male	-	-	55	130	278	-	-	-
england	-	48	-	Fulk_mg dAnjou	character_record	male	dead 122	past_leader	200	-	-	-	-	-
england	-	49	-	Fulk_mgr dAnjou	character_record	male	dead 122	past_leader	200	-	-	-	-	-
england	-	50	-	Fulk_mgrr dAnjou	character_record	male	dead 122	past_leader	200	-	-	-	-	-
england	-	51	-	Fulk_mgrrr dAnjou	character_record	male	dead 122	past_leader	200	-	-	-	-	-
england	-	52	-	Fulk_mgrrrr dAnjou	character_record	male	dead 122	past_leader	200	-	-	-	-	-
england	-	53	-	Fulk_mgv dAnjou	character_record	male	dead 122	past_leader	200	-	-	-	-	-
england	-	54	-	Fulk_mgvr dAnjou	character_record	male	dead 122	past_leader	200	-	-	-	-	-
england	-	55	-	Gerberge_mf du_Maine	character_record	female	dead 126	never_a_leader	200	-	-	-	-	-
england	-	56	-	Gerberge_mfr du_Maine	character_record	female	dead 126	never_a_leader	200	-	-	-	-	-
england	-	57	-	Gerberge_mfrr du_Maine	character_record	female	dead 126	never_a_leader	200	-	-	-	-	-
england	-	58	-	Gerberge_mfrrr du_Maine	character_record	female	dead 126	never_a_leader	200	-	-	-	-	-
england	-	59	-	Gerberge_mfrrrr du_Maine	character_record	female	dead 126	never_a_leader	200	-	-	-	-	-
england	-	60	-	Gerberge_mfv du_Maine	character_record	female	dead 126	never_a_leader	200	-	-	-	-	-
england	-	61	-	Gerberge_mfvr du_Maine	character_record	female	dead 126	never_a_leader	200	-	-	-	-	-
england	-	62	-	Geoffrey_sfg dAnjou	character_record	male	dead 93	never_a_leader	185	-	-	-	-	-
england	-	63	-	Geoffrey_sfgr dAnjou	character_record	male	dead 93	never_a_leader	185	-	-	-	-	-
england	-	64	-	Geoffrey_sfgrr dAnjou	character_record	male	dead 93	never_a_leader	185	-	-	-	-	-
england	-	65	-	Geoffrey_sfgrrr dAnjou	character_record	male	dead 93	never_a_leader	185	-	-	-	-	-
england	-	66	-	Geoffrey_sfgrrrr dAnjou	character_record	male	dead 93	never_a_leader	185	-	-	-	-	-
england	-	67	-	Geoffrey_sfgv dAnjou	character_record	male	dead 93	never_a_leader	185	-	-	-	-	-
england	-	68	-	Geoffrey_sfgvr dAnjou	character_record	male	dead 93	never_a_leader	185	-	-	-	-	-
england	-	69	-	Adelaide_dfg dAnjou	character_record	female	dead 54	never_a_leader	184	-	-	-	-	-
england	-	70	-	Adelaide_dfgr dAnjou	character_record	female	dead 54	never_a_leader	184	-	-	-	-	-
england	-	71	-	Adelaide_dfgrr dAnjou	character_record	female	dead 54	never_a_leader	184	-	-	-	-	-
england	-	72	-	Adelaide_dfgrrr dAnjou	character_record	female	dead 54	never_a_leader	184	-	-	-	-	-
england	-	73	-	Adelaide_dfgrrrr dAnjou	character_record	female	dead 54	never_a_leader	184	-	-	-	-	-
england	-	74	-	Adelaide_dfgv dAnjou	character_record	female	dead 54	never_a_leader	184	-	-	-	-	-
england	-	75	-	Adelaide_dfgvr dAnjou	character_record	female	dead 54	never_a_leader	184	-	-	-	-	-
england	-	76	-	Adelaide_idfg dAnjou	character_record	female	dead 54	never_a_leader	183	-	-	-	-	-
england	-	77	-	Adelaide_idfgr dAnjou	character_record	female	dead 54	never_a_leader	183	-	-	-	-	-
england	-	78	-	Adelaide_idfgrr dAnjou	character_record	female	dead 54	never_a_leader	183	-	-	-	-	-
england	-	79	-	Adelaide_idfgrrr dAnjou	character_record	female	dead 54	never_a_leader	183	-	-	-	-	-
england	-	80	-	Adelaide_idfgrrrr dAnjou	character_record	female	dead 54	never_a_leader	183	-	-	-	-	-
england	-	81	-	Adelaide_idfgv dAnjou	character_record	female	dead 54	never_a_leader	183	-	-	-	-	-
england	-	82	-	Adelaide_idfgvr dAnjou	character_record	female	dead 54	never_a_leader	183	-	-	-	-	-
england	-	83	-	Adele_mg Carolingian	character_record	female	dead 100	never_a_leader	185	-	-	-	-	-
england	-	84	-	Adele_mgr Carolingian	character_record	female	dead 100	never_a_leader	185	-	-	-	-	-
england	-	85	-	Adele_mgrr Carolingian	character_record	female	dead 100	never_a_leader	185	-	-	-	-	-
england	-	86	-	Adele_mgrrr Carolingian	character_record	female	dead 100	never_a_leader	185	-	-	-	-	-
england	-	87	-	Ermengarde_dga dAnjou	character_record	female	dead 63	never_a_leader	172	-	-	-	-	-
england	-	88	-	Ermengarde_dgar dAnjou	character_record	female	dead 63	never_a_leader	172	-	-	-	-	-
england	-	89	-	Ermengarde_dgarr dAnjou	character_record	female	dead 63	never_a_leader	172	-	-	-	-	-
england	-	90	-	Ermengarde_dgarrr dAnjou	character_record	female	dead 63	never_a_leader	172	-	-	-	-	-
england	-	91	-	Fulk_sga dAnjou	character_record	male	dead 40	never_a_leader	171	-	-	-	-	-
england	-	92	-	Fulk_sgar dAnjou	character_record	male	dead 40	never_a_leader	171	-	-	-	-	-
england	-	93	-	Fulk_sgarr dAnjou	character_record	male	dead 40	never_a_leader	171	-	-	-	-	-
england	-	94	-	Fulk_sgarrr dAnjou	character_record	male	dead 40	never_a_leader	171	-	-	-	-	-
england	-	95	-	Richard_ma deNormandie	character_record	male	dead 84	past_leader	184	-	-	-	-	-
england	-	96	-	Richard_mar deNormandie	character_record	male	dead 84	past_leader	184	-	-	-	-	-
england	;;;repeated character	97	-	Richard_sra deNormandie	character_record	male	dead 54	never_a_leader	171	-	-	-	-	-
england	;;;repeated character	98	-	Richard_srar deNormandie	character_record	male	dead 54	never_a_leader	171	-	-	-	-	-
england	;;repeated character	99	-	Hawise_dra	character_record	female	dead 46	never_a_leader	170	-	-	-	-	-
england	;;repeated character	100	-	Hawise_drar	character_record	female	dead 46	never_a_leader	170	-	-	-	-	-
england	-	101	-	Beatrice_dra	character_record	female	dead 46	never_a_leader	169	-	-	-	-	-
england	-	102	-	Beatrice_drar	character_record	female	dead 46	never_a_leader	169	-	-	-	-	-
england	-	103	-	Guillaume_sra d_Eu	character_record	male	dead 22	never_a_leader	168	-	-	-	-	-
england	-	104	-	Guillaume_srar d_Eu	character_record	male	dead 22	never_a_leader	168	-	-	-	-	-
england	-	105	-	Gautier_ma deVexin	character_record	male	dead 64	never_a_leader	183	-	-	-	-	-
england	-	106	-	Gautier_sga deVexin	character_record	male	dead 60	never_a_leader	170	-	-	-	-	-
england	-	107	-	Conan_me deRennes	character_record	male	dead 88	never_a_leader	172	-	-	-	-	-
england	-	108	-	Conan_mer deRennes	character_record	male	dead 88	never_a_leader	172	-	-	-	-	-
england	-	109	-	Conan_merr deRennes	character_record	male	dead 88	never_a_leader	172	-	-	-	-	-
england	-	110	-	Conan_merrr deRennes	character_record	male	dead 88	never_a_leader	172	-	-	-	-	-
england	-	111	-	Geoffroi_sce deBretagne	character_record	male	dead 72	never_a_leader	158	-	-	-	-	-
england	-	112	-	Geoffroi_scer deBretagne	character_record	male	dead 72	never_a_leader	158	-	-	-	-	-
england	-	113	-	Geoffroi_scerr deBretagne	character_record	male	dead 72	never_a_leader	158	-	-	-	-	-
england	-	114	-	Geoffroi_scerrr deBretagne	character_record	male	dead 72	never_a_leader	158	-	-	-	-	-
england	-	115	-	Judith_dce deBretagne	character_record	female	dead 63	never_a_leader	157	-	-	-	-	-
england	-	116	-	Judith_dcer deBretagne	character_record	female	dead 63	never_a_leader	157	-	-	-	-	-
england	-	117	-	Judith_dcerr deBretagne	character_record	female	dead 63	never_a_leader	157	-	-	-	-	-
england	-	118	-	Judith_dcerrr deBretagne	character_record	female	dead 63	never_a_leader	157	-	-	-	-	-
england	-	119	-	Herfast_sce	character_record	male	dead 60	never_a_leader	156	-	-	-	-	-
england	-	120	-	Herfast_scer	character_record	male	dead 60	never_a_leader	156	-	-	-	-	-
england	-	121	-	Herfast_scerr	character_record	male	dead 60	never_a_leader	156	-	-	-	-	-
england	-	122	-	Herfast_scerrr	character_record	male	dead 60	never_a_leader	156	-	-	-	-	-
-	-	123	-	Hildegarde_mf deBeaugency	character_record	female	dead 43	never_a_leader	171	-	-	-	-	-
-	-	124	-	Ermengarde_dfh dAnjou	character_record	female	alive	never_a_leader	64	-	-	-	-	-
england	-	125	-	Ebles_mb Limoges	character_record	male	dead 50	never_a_leader	169	-	-	-	-	-
england	-	126	-	Guillaume_seb Limoges	character_record	male	dead 43	never_a_leader	155	-	-	-	-	-
england	-	127	-	Archambaud_rseb deComborn	character_record	male	dead 27	never_a_leader	154	-	-	-	-	-
england	-	128	-	Lanceline_mg of_Harcourt	character_record	female	dead 11	never_a_leader	168	-	-	-	-	-
england	-	129	-	Guillaume_sgl Busac	character_record	male	dead 3	never_a_leader	120	-	-	-	-	-
england	-	130	-	Hugues_sgl d_Eu	character_record	male	dead 3	never_a_leader	119	-	-	-	-	-
england	-	131	-	Pons_sgl FitzWilliam	character_record	male	dead 9	never_a_leader	118	-	-	-	-	-
england	-	132	-	Pappa_sgl deNormandie	character_record	female	dead 23	never_a_leader	117	-	-	-	-	-
england	-	133	-	Adele_mgi	character_record	female	dead 53	never_a_leader	170	-	-	-	-	-
england	-	134	-	Oda_dag deVexin	character_record	female	dead 27	never_a_leader	150	-	-	-	-	-
england	-	135	-	Dreux_sag deVexin	character_record	male	dead 45	never_a_leader	149	-	-	-	-	-
england	;;repeated character	136	-	Hawise_rmg	character_record	female	dead 46	never_a_leader	170	-	-	-	-	-
england	;;repeated character	137	-	Hawise_rmgr	character_record	female	dead 46	never_a_leader	170	-	-	-	-	-
england	-	138	-	Eudes_sgh dePenthievre	character_record	male	dead 1	never_a_leader	140	-	-	-	-	-
england	-	139	-	Eudes_sghr dePenthievre	character_record	male	dead 1	never_a_leader	140	-	-	-	-	-
england	-	140	-	Herlwin_sgh deConteville	character_record	male	dead 14	never_a_leader	139	-	-	-	-	-
england	-	141	-	Herlwin_sghr deConteville	character_record	male	dead 14	never_a_leader	139	-	-	-	-	-
england	;repeated character	142	-	Alan_sgh deRennes	character_record	male	dead 40	never_a_leader	138	-	-	-	-	-
england	;repeated character	143	-	Alan_sghr deRennes	character_record	male	dead 40	never_a_leader	138	-	-	-	-	-
england	;repeated character	144	-	Richard_rmj deNormandie	character_record	male	dead 54	past_leader	171	-	-	-	-	-
england	;repeated character	145	-	Robert_rsrj deNormandie	character_record	male	dead 45	never_a_leader	140	-	-	-	-	-
england	-	146	-	Adelaide_drj deNormandie	character_record	female	dead 42	never_a_leader	139	-	-	-	-	-
england	-	147	-	Eleanor_drj deNormandie	character_record	female	dead 9	never_a_leader	138	-	-	-	-	-
england	;;;Archbishop of Rouen	148	-	Robert_srj deRouen	character_record	male	dead 45	never_a_leader	137	-	-	-	-	-
england	-	149	-	Beatrice_mh	character_record	female	dead 48	never_a_leader	156	-	-	-	-	-
england	-	150	-	Osbern_shb Steward	character_record	male	dead 40	never_a_leader	143	-	-	-	-	-
england	-	151	-	Robert_mei deBourgogne	character_record	male	dead 7	never_a_leader	70	-	-	-	-	-
england	;; French prisoner!!	152	-	Geoffrey_sre dAnjou	character_record	male	off_map	never_a_leader	50	-	-	-	-	-
-	-	153	-	Hildegarde_dre dAnjou	character_record	female	dead 20	never_a_leader	49	-	-	-	-	-
england	;;; France reigining Count of Anjou	154	-	Fulk_sre dAnjou	character_record	male	off_map	never_a_leader	37	-	-	-	-	-
-	-	155	-	Hildegard_drei deBourgogne	character_record	female	off_map	never_a_leader	35	-	-	-	-	-
england	-	156	-	Mathilde_mg	character_record	female	dead 38	never_a_leader	155	-	-	-	-	-
england	;;;;;Viscount of Turenne. French general!	157	-	Boson_sgm Limoges	character_record	male	off_map	never_a_leader	50	-	-	-	-	-
england	-	158	-	Adelaide_mgi deSoissons	character_record	female	alive	never_a_leader	54	-	-	-	-	-
england	-	159	-	Basilia_mp	character_record	female	dead 12	never_a_leader	118	-	-	-	-	-
england	-	160	-	Pons_spb d_Eu	character_record	male	off_map	never_a_leader	29	-	-	-	-	-
england	-	161	-	Bernard_mp de_Saint-Valery	character_record	male	dead 56	never_a_leader	117	-	-	-	-	-
england	-	162	-	Bernard_sbp de_Saint-Valery	character_record	male	dead 14	never_a_leader	100	-	-	-	-	-
england	-	163	-	Hugues_mo deMeulan	character_record	male	dead 19	never_a_leader	150	-	-	-	-	-
england	-	164	-	Godgifu_md	character_record	female	dead 33	never_a_leader	149	-	-	-	-	-
