Building	Capability	Capability Requirements
archbishopric	recruit_pool "european_commoner_spearmen"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "european_crossbowmen"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "european_halberdiers"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "european_knights"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "european_militia_spearmen"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "european_mounted_sergeants"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "european_serfs"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "european_spearmen"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "feudal_retinue"  1   0.3   2  0	factions { egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
archbishopric	recruit_pool "norwegian_noble_infantry"  1   0.3   2  0	factions { norway, slave, } and hidden_resource baglerne
archer_battalion	archer_bonus 1	-
archer_battalion	population_growth_bonus bonus 1	-
archer_battalion	trade_base_income_bonus bonus 1	-
archer_battalion	weapon_projectile 1	-
archer_battalion	recruit_pool "european_archers"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  byzantium, slave, } and event_counter is_player_autonomy 0
archer_battalion	recruit_pool "scandinavian_longbowmen"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
archer_battalion	recruit_pool "english_longbowmen"  1   0.3   2  0	factions { england, slave, } and event_counter is_player_autonomy 0
archer_battalion	recruit_pool "italian_colonist_archers"  1   0.3   2  0	factions { milan, pisa, venice, slave, } and event_counter is_player_autonomy 0
archer_battalion	recruit_pool "scottish_archers"  1   0.3   2  0	factions { scotland, slave, } and event_counter is_player_autonomy 0
archery_range	population_growth_bonus bonus 1	-
archery_range	trade_base_income_bonus bonus 1	-
archery_range	recruit_pool "european_archers"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  byzantium, slave, } and event_counter is_player_autonomy 0
archery_range	recruit_pool "italian_colonist_archers"  1   0.3   2  0	factions { milan, pisa, venice, slave, } and event_counter is_player_autonomy 0
archery_range	recruit_pool "scottish_archers"  1   0.3   2  0	factions { scotland, slave, } and event_counter is_player_autonomy 0
Arg_e_saltanati	law_bonus bonus 1	-
arkiereiskii	happiness_bonus bonus 2	-
arkiereiskii	law_bonus bonus 2	-
arkiereiskii	trade_base_income_bonus bonus -2	-
armourers_workshop	armour 3	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
armourers_workshop	trade_base_income_bonus bonus 3	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
Arti_Maggiori	happiness_bonus bonus -1	-
Arti_Maggiori	law_bonus bonus 2	-
Arti_Maggiori	population_health_bonus bonus 1	-
Arti_Maggiori	trade_base_income_bonus bonus 2	-
Arti_Mediane	construction_cost_bonus_stone bonus 20	-
Arti_Mediane	population_growth_bonus bonus 1	-
Arti_Mediane	trade_base_income_bonus bonus 1	-
Arti_Minori	construction_cost_bonus_wooden bonus 20	-
Arti_Minori	happiness_bonus bonus 1	-
Arti_Minori	law_bonus bonus -2	-
Arti_Minori	population_growth_bonus bonus 1	-
Arti_Minori	population_health_bonus bonus 1	-
Arti_Minori	retrain_cost_bonus bonus 1	-
artificer	armour 5	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
artificer	recruits_exp_bonus bonus 2	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
artificer	trade_base_income_bonus bonus 3	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, }
artillators	population_growth_bonus bonus 1	-
artillators	trade_base_income_bonus bonus 1	-
artillators	recruit_pool "european_arbalesters"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "european_crossbowmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "european_archers"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  byzantium, slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "european_mounted_crossbowmen"  1   0.3   2  0	factions { denmark, norway, sweden, spain, aragon, portugal, milan, pisa, venice, papal_states, sicily, slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "english_longbowmen"  1   0.3   2  0	factions { england, slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "table_cannon"  1   0.3   2  0	factions { england, scotland, france, slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "pavise_crossbowmen"  1   0.3   2  0	factions { milan, pisa, papal_states, hre, venice, sicily, byzantium, hungary, slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "italian_colonist_archers"  1   0.3   2  0	factions { milan, pisa, venice, slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "portuguese_mounted_crossbowmen"  1   0.3   2  0	factions { portugal, slave, } and event_counter is_player_autonomy 0
artillators	recruit_pool "scottish_archers"  1   0.3   2  0	factions { scotland, slave, } and event_counter is_player_autonomy 0
artillery_range	archer_bonus 1	-
artillery_range	gun_bonus 1	-
artillery_range	population_growth_bonus bonus 2	-
artillery_range	trade_base_income_bonus bonus 2	-
artillery_range	weapon_artillery_gunpowder 1	-
artillery_range	weapon_projectile 1	-
artillery_range	recruit_pool "ballista"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "bombard"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "catapult"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "mortar"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "ribault"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "trebuchet"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "giant_bombard"  1   0.3   2  0	factions { byzantium, england, scotland, france, hre, hungary, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "european_gunners"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "european_arbalesters"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "european_crossbowmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "european_archers"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  byzantium, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "european_mounted_crossbowmen"  1   0.3   2  0	factions { denmark, norway, sweden, spain, aragon, portugal, milan, pisa, venice, papal_states, sicily, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "english_longbowmen"  1   0.3   2  0	factions { england, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "pavise_crossbowmen"  1   0.3   2  0	factions { milan, pisa, papal_states, hre, venice, sicily, byzantium, hungary, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "italian_colonist_archers"  1   0.3   2  0	factions { milan, pisa, venice, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "italian_gunners"  1   0.3   2  0	factions { milan, pisa, venice, hungary, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "portuguese_mounted_crossbowmen"  1   0.3   2  0	factions { portugal, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "scottish_archers"  1   0.3   2  0	factions { scotland, slave, } and event_counter is_player_autonomy 0
artillery_range	recruit_pool "swedish_gunners"  1   0.3   2  0	factions { sweden, slave, } and event_counter is_player_autonomy 0
Ashxarh	happiness_bonus bonus 2	factions { armenia, slave, }
Ashxarh	law_bonus bonus 3	factions { armenia, slave, }
Ashxarh	population_growth_bonus bonus 1	factions { armenia, slave, }
Ashxarh	trade_base_income_bonus bonus 4	factions { armenia, slave, }
askerleri	law_bonus bonus 1	-
askerleri	recruit_pool "ottoman_horse_guards"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
askerleri	recruit_pool "ottoman_sipahi_lancers"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
askerleri	recruit_pool "turkish_archers"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
askerleri	recruit_pool "ottoman_sipahi_sergeants"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
Aspetutyun	law_bonus bonus 6	factions { armenia, slave, }
assimilation	archer_bonus 2	factions { hungary, slave, }
assimilation	happiness_bonus bonus 2	factions { hungary, slave, }
assimilation	law_bonus bonus 2	factions { hungary, slave, }
assimilation	pope_approval 2	factions { hungary, slave, }
assimilation	population_growth_bonus bonus 5	factions { hungary, slave, }
assimilation	trade_base_income_bonus bonus 13	factions { hungary, slave, }
Atash_Adaran	population_growth_bonus bonus 1	-
Atash_Adaran	population_health_bonus bonus 1	-
Atash_Adaran	religion_level bonus 4	-
Atash_Adaran	trade_base_income_bonus bonus 4	-
Atash_Adaran	recruit_pool "caspian_archers"  1   0.3   2  0	factions { syria, seljuks, armenia, georgia, cumans, slave, } and event_counter is_player_autonomy 0
Atash_Adaran	recruit_pool "caspian_infantry"  1   0.3   2  0	factions { syria, seljuks, armenia, georgia, cumans, slave, } and event_counter is_player_autonomy 0
Atash_Behram	population_growth_bonus bonus 2	-
Atash_Behram	population_health_bonus bonus 2	-
Atash_Behram	recruits_exp_bonus bonus 1	-
Atash_Behram	religion_level bonus 5	-
Atash_Behram	trade_base_income_bonus bonus 4	-
Atash_Behram	recruit_pool "caspian_archers"  1   0.3   2  0	factions { syria, seljuks, armenia, georgia, cumans, slave, } and event_counter is_player_autonomy 0
Atash_Behram	recruit_pool "caspian_infantry"  1   0.3   2  0	factions { syria, seljuks, armenia, georgia, cumans, slave, } and event_counter is_player_autonomy 0
Atash_Behram	recruit_pool "zoroastrian_missile_cav"  1   0.3   2  0	factions { syria, seljuks, armenia, georgia, cumans, slave, } and event_counter is_player_autonomy 0
Atash_Dadgah	religion_level bonus 3	-
Atash_Dadgah	trade_base_income_bonus bonus 4	-
Atash_Dadgah	recruit_pool "caspian_archers"  1   0.3   2  0	factions { syria, seljuks, armenia, georgia, cumans, slave, } and event_counter is_player_autonomy 0
Atash_Dadgah	recruit_pool "caspian_infantry"  1   0.3   2  0	factions { syria, seljuks, armenia, georgia, cumans, slave, } and event_counter is_player_autonomy 0
Atashgah	religion_level bonus 1	-
Atashkada	religion_level bonus 2	-
Atashkada	trade_base_income_bonus bonus 2	-
Ateme	happiness_bonus bonus -1	factions { lithuania, slave, }
audientia	law_bonus bonus 16	hidden_resource rome
audientia	trade_base_income_bonus bonus 5	hidden_resource rome
audientia	recruit_pool "papal_guard"  1   0.3   2  0	factions { papal_states, } and event_counter is_player_autonomy 0 and hidden_resource rome
Aula	happiness_bonus bonus 1	factions { papal_states, } and hidden_resource rome
Aula	law_bonus bonus 6	factions { papal_states, } and hidden_resource rome
Aula	population_growth_bonus bonus 1	factions { papal_states, } and hidden_resource rome
Aula	trade_base_income_bonus bonus 3	factions { papal_states, } and hidden_resource rome
Aula	recruit_pool "papal_guard"  1   0.3   2  0	factions { papal_states, } and event_counter is_player_autonomy 0 and hidden_resource rome
aula_concilii	law_bonus bonus 6	hidden_resource rome
aula_concilii	recruit_pool "papal_guard"  1   0.3   2  0	factions { papal_states, } and event_counter is_player_autonomy 0 and hidden_resource rome
Aurum_oblaticium	happiness_bonus bonus -3	-
Aurum_oblaticium	law_bonus bonus 2	-
Aurum_oblaticium	population_growth_bonus bonus 2	-
Aurum_oblaticium	population_health_bonus bonus -2	-
Aurum_oblaticium	trade_base_income_bonus bonus 6	-
Autocephalos	agent_limit priest 2	-
Autocephalos	amplify_religion_level 1	-
Autocephalos	happiness_bonus bonus 5	-
Autocephalos	religion_level bonus 10	-
Autocephalos	agent priest 3	factions { armenia, egypt, kiev, lithuania, novgorod, sicily, turks, slave, } and event_counter is_player_autonomy 0
Autocephalos_papal	happiness_bonus bonus 4	factions { papal_states, }
Autocephalos_papal	law_bonus bonus 7	factions { papal_states, }
Autocephalos_papal	population_growth_bonus bonus 4	factions { papal_states, }
Autocephalos_papal	trade_base_income_bonus bonus 7	factions { papal_states, }
