Reference Name	English Names (more or less)	In-game Name (Native Name)	In-game Description	In-game Summary Description	Broad Role	Explanation of the Unit	Building to be Assigned To	Hidden Resource Req?	Availability	Where is the unit From?	Era of Availability	General Unit?	Social Class	Function	Formation	Equipment	First Weapon	Secondary Weapon	Placeholder Unit	Placeholder Weapons	Extra Info	Reference Imagery	Category	Class	Unit's voice	Accent	Banner of Faction	Crusade Banner	Unit Size	Soldier Model	Number of Soliders	Extra Animals Engines	Mass of Infantry	Officers Models			Type of Ship	Type of Engine	Type of Animals	Type of Mount	Bonus Against	Abilities	Misc Attributes	Normal Spacing	Loose Spacing	Default No. of Ranks	Formation (1-2)	hp	Mount hp	Primary Weapon Attack	Charge Bonus	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Secondary Weapon Attack	Charge	Missile Type	Range	Ammo	Type	Tech	Damage	Sound	Fire Sound	Min Delay	Preferred Weapon	Attack vs Mounted	Defence vs Mounted	AP	Attack Attributes	Armour	Def Skill	Shield	Sound When Hit	Animal Mount Armour	Def Skill	Sound When Hit	Fatigue in Heat	Scrub Mod	Sand Mod	Forest Mod	Snow Mod	Grade of Unit (1-5)	Morale	Discipline	Training	Distance to Charge	Delay Between Anims	Suggested Price	Suggested Upkeep	Recruitment Time	Unit Price	Upkeep Cost	Weapon Upgrade Cost	Armour Upgrade Cost	Custom Battle Cost	Custom Battle Max	Custom Battle Increase	Minimum Soldiers	Smith Levels Needed	Models	Ownership Factions and/or Cultures	Ownership for MP Early Era	Ownership for MP High Era	Ownership for MP Late Era	Priority in Recruitment	Unit Speed Modificator
communes_large_shields	Large shield carriers	Tabulacciari	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	Infantry with tabula shields	-	-	cl & ct	northern Italy	high, late	-	freemen	Trained		BASE:brigandine, UP1: upgraded brigandine, UP2: heavy mail/Partial plate, UP3: none, SHIELD: oval, smaller than pavise, HELMET: yes	guisarme	military dagger	italian spear militia tier 2&3	spear	-	http://pics.myarmoury.com/view.html?pavise-2a.jpg	infantry	heavy	heavy	English	main_infantry	-	100	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	spear wall?	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1500	875	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	milan, pisa, byzantium	milan, pisa, byzantium	milan, pisa, byzantium	milan, pisa, byzantium	-	1
communes_merchant_cav	Soldiers of the commune	Milites Pro Commune	PLACEHOLDER HEAVY CAVALRY	PLACEHOLDER HEAVY CAVALRY	heavy cavalry	Rich merchants and nobles of Italian towns serving as cavalry arm.	-	-	CL and CT	Northern Italy	all	yes	freemen	militia		BASE:mail, UP1: full mail, UP2: plate, UP3: none, SHIELD: kite/heater, HELMET: yes	lance	arming swordmetalheaded mace	Mailed Knights/Feudal knights/Italian Maa	lance/sword	-	http://www.brianzapopolare.it/sezioni/societa/assets/san_martino_149-_budapest_5--x49-.jpg	cavalry	heavy	heavy	English	main_cavalry	-	100	Feudal_Knights	32	0	1	-	-	-	-	-	-	barded horse	elephant -4, camel -4	wedge?	sea_faring, hide_forest, hardy, can_withdraw, can_formed_charge, knight, general_unit	2, 4.4	3, 6	2	square, wedge	1	0	10	6	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	11	4	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	5	4	metal	0	0	flesh	5	0	-2	-4	0	-	9	impetuous	trained	45	0	2000	1000	1	730	250	120	95	730	4	180	-	3, 4	Feudal_Knights	milan, pisa	milan, pisa	milan, pisa	milan, pisa	-	1
communes_mounted_sergeants	Rural Sergeants	Berrovieri	PLACEHOLDER LIGHT CAVALRY	PLACEHOLDER LIGHT CAVALRY	light cavalry	rural sergeants, Rural light cavalry 	-	-	cl & ct	northern Italy	early	-	freemen	levy		BASE:Gambeson, UP1: mail, UP2: none, UP3: none, SHIELD: Kite, HELMET: yes	cavalry spear	arming sword	mounted sergeants	spear/sword	-	http://www.ricardocosta.com/pub/images/torneios_arquivos/torneio2.JPG	cavalry	light	light	English	main_cavalry	-	100	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	none	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	-	3	normal	untrained	45	0	2000	1000	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	milan, pisa	milan, pisa	milan, pisa	milan, pisa	-	1
communes_standard	Carroccio	Carroccio 	PLACEHOLDER HEAVY INFANTRY	PLACEHOLDER HEAVY INFANTRY	heavy infantry	Wagon with the city standard and sometimes a bell	-	-	cl & ct	northern Italy	early, high	-	freemen	elite		BASE:gambeson, UP1: mail, UP2: none, UP3: none, SHIELD: kite, HELMET: yes	Lanzalonga	knife/dagger	Carracio	spear	limited recruitment	http://www.arsbellica.it/pagine/medievale/Cortenuova/cortenova5.jpg	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	Morale bonus	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	1000	700	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	milan, pisa, venice	milan, pisa	milan, pisa	milan, pisa	-	1
communes_swordsmen	Swordsmen	Spaddaccini	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Profesional light infantry, with oval shields and owerhead spear	-	-	cl & ct	northern Italy	High, Late	-	freemen	elite		BASE:brigandine, UP1: mail, UP2: full mail, UP3: heavy mail/Partial plate, SHIELD: Oval, HELMET: yes	Lanzalonga	estoc	Italian Militia tier 2&3	spear	-	http://4.bp.blogspot.com/_69-jWJpf4S8/TSKpiNp9-AI/AAAAAAAAB-Q/HMpZdQ-Lc88/s16--/carroccio.jpg	infantry	spearmen	light	English	main_spear	-	100	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	none	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1500	875	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	milan, pisa, byzantium	milan, pisa, byzantium	milan, pisa, byzantium	milan, pisa, byzantium	-	1
cross	Cross	Crux Ordinaria	A mobile cross platform was often carried into battle not just by military monastic orders and crusaders but also by local militias and national armies to inspire the men and give the appearance of a blessing upon high. It gave the men something to rally around.	PLACEHOLDER SIEGE ENGINE	siege		-	-	all catholics, all orthodox	All	all	-	freemen	elite		-	n/a	n/a	Great Cross	spear	limited recruitment	-	siege	missile	heavy	English	main_infantry	-	10	NE_Ballista_Crew	16	2	1	-	-	-	-	ballista	-	-	-	limited recruitment	sea_faring, hardy, can_withdraw, artillery, general_unit	1.5, 1.5	3, 3	3	square	1	0	6	3	no	0	0	melee	artillery_mechanical	piercing	knife	,	25	1.8	-	-	-	no	55	3	ballista	180	50	siege_missile	artillery_mechanical	piercing	none	,	25	1	-	-	-	ap, bp, launching	4	4	0	leather	0	0	flesh	1	0	0	0	0	-	9	disciplined	highly_trained	30	0	3000	100	1	370	150	90	70	370	4	90	12	1	NE_Ballista_Crew	northern_european, southern_european, central_european, greek, eastern_european	northern_european, southern_european, central_european, greek, eastern_european	northern_european, southern_european, central_european, greek, eastern_european	northern_european, southern_european, central_european, greek, eastern_european	-	1
ct_spearmen	Diocese Flagbearers	Pieve vessilli	A pieve was a rural church with a baptistery, upon which other churches without baptisteries depended. The Italian word pieve is descended from Latin plebs which, after the expansion of Christianity in Italy, was applied to a community of baptized people. Militias from these small communities would form under a local flag or vexilli and go to war.	PLACEHOLDER LIGHT INFANTRY	light infantry	Motivated cheap spearmen with little skill	-	-	comuni toscani	Florence	early, high	-	freemen	Levy		BASE:padded leather, UP1: gambeson, UP2: none, UP3: none, SHIELD: Pavise, HELMET: yes	infantry spear	shortsword	pavise spearmen	spear	-	http://farm4.static.flickr.com/3524/4-6-778579_5c88d4b213_o.jpg	infantry	spearmen	light	English	main_spear	-	100	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	none at the moment	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	pisa	pisa	pisa	pisa	-	1
cuman_heavy_cav	Great Cumans	Kun bejek	PLACEHOLDER HEAVY CAVALRY	PLACEHOLDER HEAVY CAVALRY	heavy cavalry	heavy lancers	-	-	CUMANS	steppe	all	yes	freemen	elite		BASE:full mail, UP1: , UP2: , UP3: , SHIELD: small round, HELMET: yes	Lanzalonga	scimitar/metalheaded mace	-	-	-	-	cavalry	heavy	heavy	English	main_cavalry	-	-	Feudal_Knights	32	0	1	-	-	-	-	-	-	barded horse	elephant -4, camel -4	wedge	sea_faring, hide_forest, hardy, can_withdraw, can_formed_charge, knight, general_unit	2, 4.4	3, 6	2	square, wedge	1	0	10	6	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	11	4	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	5	4	metal	0	0	flesh	5	0	-2	-4	0	-	9	impetuous	trained	45	0	-	-	1	730	250	120	95	730	4	180	-	3, 4	Feudal_Knights	cumans, hungary	cumans, hungary	cumans, hungary	cumans, hungary	-	1
eastern_black_hoods	Black Hoods	Chernye Klobuki	Pechenegs and other Steppe peoples who mixed and lived in semi-settled harmony with the Russian states. They were of course peerless horse-archers and in many cases their clans and tribes provided them with so much status and wealth that their own equipment out-shone that of their Rus counterparts. There were lesser ranks among their number too and the sources do not differentiate between types, only ethnicity. The 'black hoods' probably has a derogatory meaning, rather than referring to an item of common clothing. They quickly adapted to life as militias, garrisons and private armies, with their abilities and skills allowing them to infiltrate all of Russia. Their military fashions influenced the Rus soldiers greatly, and their own civilian interaction helped to meld cultural contrasts between the Russo-Norse, Slavs and the eastern people with whom they had such a colourful changeable relationship with.	PLACEHOLDER HORSE ARCHERS	horse archers	fast, cheap & upgradeable	-	-	EE	-	all	yes	freemen	levy		BASE:varied eastern/western, UP1: mail, UP2: heavy mail, UP3: lamellar, SHIELD: buckler, HELMET: steppe	Nomad bow	scimitar/metalheaded mace	-	-	-	http://farm4.static.flickr.com/3-81/2321722561_17f87416f6.jpg?v=-	cavalry	missile	light	English	main_missile	-	-	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	cantabrian, hide, bonus in snow, woods etc	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	5	3	normal	untrained	45	0	3500	1250	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	eastern_european	eastern_european	eastern_european	eastern_european	-	1
eastern_city_militia	Russian city militia	Opolchenie	The urban militias were very well funded for the most part, life in the provincial capitals was much more preferable to life in the open landscape due to its safety and pick of the fruits of the province. Russia was rich in horses, and even the city-dwellers were able to keep horses and ride daily. The merchant classes and craftsmen could easily be seen as gentry since wealth was variable, but it did confer rank in military terms. The opolchenie militia was a more of a reserve guard, and in many ways could be linked to the later Oprichniki of Ivan the Terrible. The opolchenie were the entourage of the tax collectors, many of whom were themselves merchants who had been made tax-exempt and therefore became a kind of magnate or lord in their own right.	PLACEHOLDER LIGHT CAVALRY	light cavalry	medium merchant cav	-	-	EE	-	all eras	-	freemen	militia		BASE:padded, UP1: studded leather, UP2: mail, UP3: , SHIELD: almond shape, HELMET: yes	Javelin	arming sword	Senior militia	-	-	http://www.strangelove.net/~kieser/Russia/PeriodImages/SemyaSvyatoslava2.jpg	cavalry	light	light	English	main_cavalry	-	-	Hobilars	32	0	1	-	-	-	-	-	-	pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, can_formed_charge, general_unit	2, 4.4	3, 6	4	square	1	0	7	3	no	0	0	melee	melee_blade	piercing	spear	,	25	1	-	-	-	no	7	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	4	3	0	leather	0	0	flesh	3	0	-2	-4	0	2	3	normal	untrained	45	0	-	-	1	280	150	90	70	280	4	70	-	1, 2	Hobilars	eastern_european	eastern_european	eastern_european	eastern_european	-	1
eastern_gunners	Eastern European gunners	Tyufyaki	PLACEHOLDER GUNNERS	PLACEHOLDER GUNNERS	gunners	Army level gunners	-	-	Kiev, Poland, Lithuania & Novgorod	Eastern Europe	high, late	-	freemen	trained		BASE:padded, UP1: light mail, UP2: none, UP3: none, SHIELD: , HELMET: 	handgun	metalheaded mace	Cossack gunners	-	-	-	infantry	missile	light	English	main_missile	-	-	Hand_Gunners	48	0	0.8	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, gunpowder_unit, gunmen, general_unit	 1.2, 1.2	2.4, 2.4	4	square	1	0	13	2	hand_gun_bullet	55	20	missile	missile_gunpowder	piercing	none	, musket_shot_set,	25	1	-	-	-	ap	11	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	7	6	0	metal	0	0	flesh	5	1	-2	3	2	-	5	normal	trained	30	0	4000	1500	1	650	150	75	55	650	4	160	-	3, 4	Hand_Gunners	kiev, poland, lithuania, novgorod	kiev, poland, lithuania, novgorod	kiev, poland, lithuania, novgorod	kiev, poland, lithuania, novgorod	-	1
eastern_horse_archers	Russian Best Men	Luchshikh muzhej	The term 'best men' or 'better men' occurs several times in the Russian Primary Chronicle as well as in the Novgorod Chronicle, both in reference to landholders, knights, boyars and elders and their class of men. In many cases they were volunteers of the their lords' but often acted as political hostages which were common in much of medieval society. Year 945 - 'So they sent their best men [luchshikh muzhej]... Olga then sent messages... that... they should send after her their distinguished men [luchshikh muzhej]... they gathered together the best men [luchshikh muzhej] who governed the land of Dereva, and sent them to her... The Derevlians inquired of Olga where the retinue [druzhina] was which they had sent to meet her... Thus she took the city and burned it, and captured the elders [starejshin] of the city... some she gave to others as slaves to her followers [muzhi].' Year 987 - 'Vladimir summoned together his boyars [boyar] and the city-elders [startsev gradskikh]... The boyars [boyare] and elders [startsy] replied...   Year 988 - 'He took the children of the best families [luchshikh liudej], and sent them for instruction...'	PLACEHOLDER HORSE ARCHERS	horse archers	Rus standard cavalry	-	-	EE	-	all eras	-	freemen	army		BASE:studded leather, UP1: mail, UP2: mail/lamellar, UP3: , SHIELD: almond shape, HELMET: yes	Composite bow	scimitar	Boyar sons	-	-	http://www.kremlin.museum.ru/img/uploaded/%7BC642B7C6-DFD6-47-D-98E1-DA23-77A213E%7D_history-3-b.jpg	cavalry	missile	light	English	main_missile	-	-	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	3	3	normal	untrained	45	0	3500	1250	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	eastern_european	eastern_european	eastern_european	eastern_european	-	1
eastern_spearmen	Russian spearmen	Kopeischiki	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	Russian Spearmen	-	-	EE	-	all eras	-	freemen	militia		BASE:brigandine, UP1: mail, UP2: , UP3: , SHIELD: almond shape, HELMET: yes	infantry spear	sword/military axe short	Smolensk infantry	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	3	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	eastern_european, byzantium	eastern_european, byzantium	eastern_european, byzantium	eastern_european, byzantium	-	1
egyptian_ballista	Field Crossbow	Qaws al-lawab	Fatimid weapon documented as firing bolts weighing over 9 kilograms. 	PLACEHOLDER SIEGE ENGINE	siege	Light artillery	-	-	Egypt	-	-	-	freemen	elite		-	-	Sayf	-	-	-	-	siege	missile	heavy	English	main_infantry	-	-	NE_Ballista_Crew	16	2	1	-	-	-	-	ballista	-	-	-	-	sea_faring, hardy, can_withdraw, artillery, general_unit	1.5, 1.5	3, 3	3	square	1	0	6	3	no	0	0	melee	artillery_mechanical	piercing	knife	,	25	1.8	-	-	-	no	55	3	ballista	180	50	siege_missile	artillery_mechanical	piercing	none	,	25	1	-	-	-	ap, bp, launching	4	4	0	leather	0	0	flesh	1	0	0	0	0	-	9	disciplined	highly_trained	30	0	-	-	1	370	150	90	70	370	4	90	12	1	NE_Ballista_Crew	egypt	egypt	egypt	egypt	-	1
egyptian_heavy_guards	Guards beyond the Walls	Mujarradún	Distinct from the urban night watchmen and city guards, they were counted as one of the essential but separate stems of the Mamluk army. They ranked along somewhere between Amirs and Iqtadars. These "Guards beyond the Walls" are documented by al-Maqrizi.	PLACEHOLDER HEAVY INFANTRY	heavy infantry	elite infantry	-	-	Egypt	-	high, late	-	freemen	elite		BASE:mail, UP1: heavy mail, UP2: partial plate, UP3: , SHIELD: large round shield, HELMET: yes	guisarme	Sayf	-	-	-	-	infantry	heavy	heavy	English	main_infantry	-	-	Dismounted_Feudal_Knights	48	0	1.2	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, hardy, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	3	square	1	0	13	3	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	7	8	6	metal	0	0	flesh	5	1	-2	3	2	-	9	normal	trained	30	0	-	-	1	570	225	90	70	570	4	140	-	3, 4	Dismounted_Feudal_Knights	egypt	egypt	egypt	egypt	-	1
egyptian_medium_horse_archers	Hujariya	Hujariya	Freeborn sons of Ghulams trained in the hujra schools	PLACEHOLDER HORSE ARCHERS	horse archers	cheap, huge unit, medium stats	-	-	Egypt	-	-	-	freemen	normal		BASE:mail, UP1: , UP2: , UP3: , SHIELD: , HELMET: 	Selfbow	Sayf	-	-	-	-	cavalry	missile	light	English	main_missile	-	-	Cuman_Horse_Archers	32	0	1	-	-	-	-	-	-	fast pony	elephant -4, camel -4	-	sea_faring, hide_forest, can_withdraw, cantabrian_circle, mercenary_unit, general_unit	2, 4.4	3, 6	3	square	1	0	6	1	cav_composite_arrow	125	25	missile	missile_mechanical	piercing	none	,	25	1	-	-	-	no	6	2	no	0	0	melee	melee_blade	piercing	sword	,	25	1	-	-	-	no	0	3	0	flesh	0	0	flesh	0	0	0	-6	1	-	3	normal	untrained	45	0	3500	1250	1	380	180	90	70	380	4	90	-	0	Cuman_Horse_Archers	egypt	egypt	egypt	egypt	-	1
egyptian_pikemen	Saririya	Saririya	PLACEHOLDER LIGHT INFANTRY	PLACEHOLDER LIGHT INFANTRY	light infantry	medium longspearmen	-	-	Egypt	-	-	-	freemen	superior		BASE:mail, UP1: , UP2: , UP3: , SHIELD: , HELMET: 	pike	Sayf	-	-	-	-	infantry	spearmen	light	English	main_spear	-	-	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	-	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	-	3	normal	trained	30	0	1000	700	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	egypt, sicily	egypt, sicily	egypt, sicily	egypt, sicily	-	1
english_churls	Churls	Churls	The word churl derived from Anglo-Saxon meaning 'freeman', referring to a man of the Middle Classes. It has cognate forms in Scandinavian and Germanic names 'karl', 'carl' or 'charles', and 'huscarls'. By the medieval period, the importance of churls in the feudal system declined thanks to the Norman seizure of assets and land tenures. Churls' rank diminished to small freeholdings and estates, by the end of the Middle Ages the English word 'churlish' meant someone provincial and backward. Nonetheless they were still relevant to the English fyrd and later levy system, even if they were not categorically soldiers.	PLACEHOLDER LIGHT INFANTRY	light infantry	good morale and skill, lesser equipment	-	-	England	England	till 1300	-	freemen	levy		BASE:padded leather , UP1: mail, UP2: none, UP3: none, SHIELD: roundshield, HELMET: yes	infantry spear	arming sword	spear militia	spear	-	http://static.skynetblogs.be/media/162477/dyn--3_original_952_831_pjpeg_25941-7_b-28f9ee668ad6-2efad39f864e655b2.jpg	infantry	spearmen	light	English	main_spear	-	100	Levy_Spearmen	60	0	1	-	-	-	-	-	-	-	-	shield wall	sea_faring, hide_forest, can_withdraw, general_unit	 1.2, 1.2	2.4, 2.4	5	square, schiltrom	1	0	5	2	no	0	0	melee	melee_blade	piercing	spear	,	25	0.6	-	-	-	spear, spear_bonus_8	0	0	no	0	0	no	melee_simple	blunt	none	,	25	1	-	-	-	no	0	1	6	flesh	0	0	flesh	2	1	-2	3	2	3	3	normal	trained	30	0	1250	875	1	310	125	75	60	310	4	70	-	0, 1, 2, 3	Levy_Spearmen	england, byzantium	england, byzantium	england, byzantium	england, byzantium	-	1
