Name	DotS Type	In-Game Name	Description	Effects Description	Title Type	Transferable ?	Ancillary Image	Exclude Bearers of These Ancillaries	Exclude These Cultures	Title Class (1-6) Q is special	Effects (separated by comma)
archbishop_of_kalocsa		Kalocsai érsek	This man is the archbishop (érsek) of Kalocsa, making him the leader of the clergy in the archdiocese of Kalocsa.  In Hungary, the 'érsekek' or Archbishops were high ranking Bishops (out of which there were only two, the archbishop of Esztergom and Kalocsa) who led the clergy in specified territories within the Kingdom. The roots of the archdiocese can be traced to the emergence of the medieval Hungarian state. The territory on which the archdiocese was situated on was mostly populated by muslims and pagans, called in Hungarian as 'Kavarok' and 'Kálizok', or 'Fekete Magyarok' (Black Hungarians). These ethnic groups accepted the reign of King Stephen following the civil war which led to the establishment of the Catholic Kingdom of Hungary (that Stephen won), however they did not convert to Christianity. Following the coronation of King Stephen (1000) he established several dioceses, among which one of the first ones was the Kalocsai in early 11th century A.D. The first bishop of Kalocsa was Aserik-Anasztáz a famous benedictine monk in Hungary.	PSF title to be implemented	Court	1	bishop_of_pecs.tga	-	-	QPA	Piety +6, MovementPoints -70
Archbishop_of_Lyon	-	Archiepiscopus Lugdunum	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Court	0	Archbishop_of_Lyon.tga	-	-	QPA	Piety +6, MovementPoints -70
Archcupbearer_of_the_Empire	-	Archipincerna	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Archcupbearer_of_the_Empire.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
ArchDuke_of_Austria	-	Archidux Austriæ	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Archduke_of_Austria.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
ArchMarshall_of_the_Empire	-	Archimareschallus 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Archmarshall_of_the_Empire.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Armenian_Marshall	-	Ishxanac ishxan	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Armenian_Marshall.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Autocrat	-	Inknakal	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Autocrat.tga	-	-	6	Authority +3, TrainingUnits -3, Construction -3, BattleSurgery +3, TroopMorale +2
Bailiff_of_Roden	-	Jarls bryti i RoÞs bo	The bailiff or 'bryte' could also mean "steward"- the word "bryte" comes from "to break," in the meaning of breaking bread, so "bryte" served the king personally at mealtimes- or at least ceremonially- just as a "steward". Roden was an important district in the early medieval era, being one of the major 'rowing stations'- hence the name. It is probably linked to the Finnic and Russian word for Swedes 'Ruotsi' or 'Rus'- literally meaning 'rowers'. Roden was one of the central royal districts for the King's own fleet. The Hovgården runestone dates to roughly 1070 AD, and seems to commemorate the Bryte of Roden, Tolir and his wife Gylla as servants of Håkan the Red.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Bailiff_of_Roden.tga	-	-	QMY	Loyalty +2, TaxCollection +25, Law +1, Construction -1, Farming +1
Balcanifer		Balcanifer	Templars	PLACEHOLDER EFFECTS DESCRIPTION	Religion	0	Grandmaster_of_the_Templars.tga	-	-	-	-
Banner_Bearer	-	Senyaler Reial	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Banner_Bearer.tga	-	-	QV	MovementPoints +15, Loyalty +1, Command +1, TrainingUnits -1, Law +1
Banu_Kanz	Title	Kanz ad-Dawla	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Pet	0	Admiral_of_France.tga	-	-	n/a	Authority +1, Loyalty -1, Farming +3, Unrest +2, Construction -2
Bishop_of_Castello		Vescovo di Castello	PLACEHOLDER DESCRIPTION	PLACEHOLDER DESCRIPTION	Court	0	Venetian_Admiral.tga	-	-	n/a	Piety +3, MovementPoints -70
bishop_of_csanad		Csanádi megyéspüspök	This man is the Bishop (Püspök) of Csanád, which makes him the leader of the diocese (Megyéspüspökség) of Csanád. In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The diocese was established by King Stephen following his victory over the rebellious lord of the Maros Region, Ajtony. He captured the seat of power of the rebellious lord, Marosvár which was renamed to Csanád from which the diocese got it's name. King Stephen made the Venetian Gerard Sagredo (known in Hungarian as Szent Gellért) the Bishop of the diocese, who began to establish the foundations of the diocese. He transferred the Greek Orthodox monks from Csanád to Oroszlámos, and he established a school and archdeaconry. The cathedral in Csanád named after the Virgin Mary was supported by Queen Gizella the wife of the King. The territory of the diocese was between the rivers Maros, Tisza and the foothills of the Carpathian mountains. 	PSF title to be implemented	Court	1	bishop_of_vac.tga	-	-	QPA	Piety +6, MovementPoints -70
bishop_of_eger		Egri megyéspüspök	This man is the Bishop (Püspök) of Eger, making him the leader of the diocese (Megyéspüspökség) of Eger. In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The diocese of Eger was established by King Stephen, however the date of establishment is debated. According to tradition, Stephen was in Eger in 1010 when he commissioned the Cathedral and the establishment of the diocese. In the early stages, the territory of the diocese was limited to eight 'Vármegyék' (Castle-earldoms): Borsod, Abaújvár, Zemplén, Ung, Szabolcs, Zaránd, Szolnok and Heves. The patron saint of the diocese was Saint John the Evangelist. 	PSF title to be implemented	Court	1	bishop_of_gyor.tga	-	-	QPA	Piety +6, MovementPoints -70
bishop_of_erdely		Gyulafehérvári megyéspüspök	This man is the Bishop of the Diocese of Gyulafehérvár or Erdőelve, which makes him the leader of the clergy in Erdőelve (Transylvania).  In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The diocese of Erdőelve is the only diocesan named after a geographical location, not after the center of the diocese itself (for example the diocese of Veszprém named after the capital of that diocese, Veszprém). The roots of the Diocese are to be searched during the early stages of the modern Hungarian state. Following the acceptance of Catholicism as the state religion, a large number of dioceses were established throughout the country. Transylvania, which was in it's self a secluded geographical entity within the Kingdom was at the forefront of the border clashes between the Hungarians and the Steppe nations. Therefore, the inhabitants who lived in secluded regions far away from the closest Clergy center could continue to pursue the ancient Hungarian religion, in spite of several laws prohibiting such acts.  The center of the Diocese was from the start located at Gyulafehérvár (medieval Hungarian: Gyulafeheruuaru) where King Stephen erected a cathedral.	PSF title to be implemented	Court	1	bishop_of_veszprem.tga	-	-	QPA	Piety +6, MovementPoints -70
bishop_of_gyor		Győri megyéspüspök	This man is the Bishop (Püspök) of Győr, which makes the leader of the clergy in the third oldest Diocese (Megyéspüspökség) established in Hungary by King Stephen, named after the center of the Diocese, Győr. In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The exact date of the establishment of the diocese is unknown, but most likely it was sometime in the year 1001 A.D, when abbot Asztrik who was later became the Archbishop of Esztergom was sent to negotiate with pope Sylvester regarding the establishment of three dioceses (one of them being Győr) and the archdiocese of Esztergom. The area on which the diocese was established was formerly known as the Roman province of Pannonia Superior. 	PSF title to be implemented	Court	1	archbishop_of_kalocsa.tga	-	-	QPA	Piety +6, MovementPoints -70
bishop_of_pecs		Pécsi megyéspüspök	This man is the Bishop (Püspök) of Pécs, making him the leader of the diocese (Megyéspüspökség) of Pécs. In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The diocese of Pécs was established in 1009 by King Stephen, with the city of Pécs providing both the capital and the name of the diocese. The exact charter that specified the boundaries of the diocese have been preserved. According to the document the exact boundaries are: the Sió, Lápa, Danube, Sava, Lisnice rivers, Lake Alma, the Vármegyék (Castle-Earldoms) of Baranya and Somogy, and the villages of Tápé and Zemony.	PSF title to be implemented	Court	1	bishop_of_eger.tga	-	-	QPA	Piety +6, MovementPoints -70
bishop_of_vac		Váci megyéspüspök	This man is the Bishop (Püspök) of Vác, making him the leader of the diocese of Vác (Megyéspüspök). In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The establishment of the diocese is dated sometime after 1009 but before 1038 and it was established by King Stephen. The legend written about the life of Saint Stephen in 1080 specifies that he established ten dioceses, which means that most likely the diocese of Vác was established by him. This however was most likely the last diocese established during his lifetime, as the territory of this one was taken away from other dioceses, with parts being taken from the areas of the vármegyék (castle-earldoms) of Nógrád, Visegrád, Fejér, Csongrád and Szolnok. 	PSF title to be implemented	Court	1	bishop_of_erdely.tga	-	-	QPA	Piety +6, MovementPoints -70
bishop_of_varad		Váradi megyéspüspök	This man is the Bishop (Püspök) of Várad, which makes him the leader of the clergy in the diocese (megyéspüspökség) of Várad.  In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The diocese was established by King Stephen in the early 1020's, during that time it was called the diocese of Bihar (Bihari megyéspüspökség) when Prince Imre was granted the lordship of the Dukátus of Bihar (the Principality of Bihar), from which the Vármegye (Castle-Earldom) of Bihar was born. In 1077 King László (Ladislaus) moved the capital of the diocese from Bihar to Várad, and according to Hungarian tradition (in which the diocese is named after the settlement where the capital of the institution is located) it was renamed to the diocese of Várad. The territory of the diocese was between the diocese of Eger and the diocese of Gyulafehérvár, or Erdőelve. The patron saint of the diocese was the Virgin Mary. 	PSF title to be implemented	Court	1	bishop_of_varad.tga	-	-	QPA	Piety +6, MovementPoints -70
bishop_of_veszprem		Veszprémi megyéspüspök	This man is the Bishop (Püspök) of Veszprém, making him the leader of the diocese (Megyéspüspökség) of Veszprém, the second oldest diocese in Hungary.  In Hungary, the 'Megyéspüspökök' or diocesans were high ranking Bishops who led the efforts of the clergy in a specified region within the Kingdom. The diocese of Veszprém was always close to the Queens of Hungary. Even in the time of Grand-Prince Géza, (father of the first Hungarian King Stephen) Veszprém was already regarded as the 'City of Queens'. According to legend, the Church institutions themselves were established by Gizella, the wife of Stephen, which Stephen later elevated to the rank of Diocese. The territory of the diocese was quite large, streching from the river Drava all the way to the Danube. The Bishop of Veszprém was the Church official who crowned the Queens, and they served as Chancellors to the Queen. The decision regarding whether or not the Archbishop of Esztergom or the Bishop of Veszprém should crown the King decided forever in Hungary that the Queens would be limited to the function of being the wife of the King, not a ruler in case the King would pass away prematurely without heirs. Usually the Bishops of Veszprém were also high ranking diplomats, as many diplomatic missions were undertaken by them.	PSF title to be implemented	Court	1	bishop_of_csanad.tga	-	-	QPA	Piety +6, MovementPoints -70
